locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCF_000154045.1_ASM15404v1_01891	CDS	390	infC		COG0290	Translation initiation factor IF-3
GCF_000154045.1_ASM15404v1_01892	CDS	864	thrS_1	6.1.1.3	COG0441	Threonine--tRNA ligase
GCF_000154045.1_ASM15404v1_01893	CDS	1038	thrS_2	6.1.1.3	COG0441	Threonine--tRNA ligase
GCF_000154045.1_ASM15404v1_01894	CDS	996				hypothetical protein
GCF_000154045.1_ASM15404v1_01895	CDS	744	spo0M_1		COG4326	Sporulation-control protein spo0M
GCF_000154045.1_ASM15404v1_01896	CDS	708	frlR		COG2188	putative fructoselysine utilization operon transcriptional repressor
GCF_000154045.1_ASM15404v1_01897	CDS	1251	hutI	3.5.2.7	COG1228	Imidazolonepropionase
GCF_000154045.1_ASM15404v1_01898	CDS	1698	hutU	4.2.1.49	COG2987	Urocanate hydratase
GCF_000154045.1_ASM15404v1_01899	CDS	1536	hutH_1	4.3.1.3	COG2986	Histidine ammonia-lyase
GCF_000154045.1_ASM15404v1_01900	CDS	726				hypothetical protein
GCF_000154045.1_ASM15404v1_01901	CDS	462				hypothetical protein
GCF_000154045.1_ASM15404v1_01902	CDS	3039			COG0247	putative protein
GCF_000154045.1_ASM15404v1_01903	CDS	681				hypothetical protein
GCF_000154045.1_ASM15404v1_01904	CDS	696				hypothetical protein
GCF_000154045.1_ASM15404v1_01905	CDS	393	yiaD		COG2885	putative lipoprotein YiaD
GCF_000154045.1_ASM15404v1_01906	CDS	414				hypothetical protein
GCF_000154045.1_ASM15404v1_01907	CDS	186				hypothetical protein
GCF_000154045.1_ASM15404v1_01908	CDS	393				hypothetical protein
GCF_000154045.1_ASM15404v1_01909	CDS	1104	purC	6.3.2.6		Phosphoribosylaminoimidazole-succinocarboxamide synthase
GCF_000154045.1_ASM15404v1_01910	CDS	1674	phoD	3.1.3.1	COG3540	Alkaline phosphatase D
GCF_000154045.1_ASM15404v1_01911	CDS	378				hypothetical protein
GCF_000154045.1_ASM15404v1_01912	CDS	759	pldA_1	3.1.1.32	COG2829	Phospholipase A1
GCF_000154045.1_ASM15404v1_01913	CDS	2355	srmB_1	3.6.4.13		ATP-dependent RNA helicase SrmB
GCF_000154045.1_ASM15404v1_01914	CDS	1689	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
GCF_000154045.1_ASM15404v1_01915	CDS	735				hypothetical protein
GCF_000154045.1_ASM15404v1_01916	CDS	1371	sdcS_1			Sodium-dependent dicarboxylate transporter SdcS
GCF_000154045.1_ASM15404v1_01917	CDS	1338				hypothetical protein
GCF_000154045.1_ASM15404v1_01918	CDS	918	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
GCF_000154045.1_ASM15404v1_01919	CDS	1671	bicA		COG0659	Bicarbonate transporter BicA
GCF_000154045.1_ASM15404v1_01920	CDS	669	can	4.2.1.1	COG0288	Carbonic anhydrase 2
GCF_000154045.1_ASM15404v1_01921	CDS	531	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
GCF_000154045.1_ASM15404v1_01922	CDS	615	luxR			HTH-type transcriptional regulator LuxR
GCF_000154045.1_ASM15404v1_01923	CDS	813	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
GCF_000154045.1_ASM15404v1_01924	CDS	1884	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
GCF_000154045.1_ASM15404v1_01925	CDS	2664	aceE_2	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
GCF_000154045.1_ASM15404v1_01926	CDS	768	pdhR		COG2186	Pyruvate dehydrogenase complex repressor
GCF_000154045.1_ASM15404v1_01927	CDS	552	ampD	3.5.1.28		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
GCF_000154045.1_ASM15404v1_01928	CDS	450	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
GCF_000154045.1_ASM15404v1_01929	CDS	474				hypothetical protein
GCF_000154045.1_ASM15404v1_01930	CDS	1686				hypothetical protein
GCF_000154045.1_ASM15404v1_01931	CDS	1224	epsF_2		COG1459	Type II secretion system protein F
GCF_000154045.1_ASM15404v1_01932	CDS	870	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
GCF_000154045.1_ASM15404v1_01933	CDS	615	coaE_1	2.7.1.24	COG0237	Dephospho-CoA kinase
GCF_000154045.1_ASM15404v1_01934	CDS	741	zapD		COG4582	Cell division protein ZapD
GCF_000154045.1_ASM15404v1_01935	CDS	195	yacG		COG3024	DNA gyrase inhibitor YacG
GCF_000154045.1_ASM15404v1_01936	CDS	354	rplS		COG0335	50S ribosomal protein L19
GCF_000154045.1_ASM15404v1_01937	CDS	744	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
GCF_000154045.1_ASM15404v1_01938	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
GCF_000154045.1_ASM15404v1_01939	CDS	249	rpsP		COG0228	30S ribosomal protein S16
GCF_000154045.1_ASM15404v1_01940	CDS	1383	ffh		COG0541	Signal recognition particle protein
GCF_000154045.1_ASM15404v1_01941	CDS	795	ypjD		COG4137	Inner membrane protein YpjD
GCF_000154045.1_ASM15404v1_01942	CDS	1281				hypothetical protein
GCF_000154045.1_ASM15404v1_01943	CDS	519	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
GCF_000154045.1_ASM15404v1_01944	CDS	606				hypothetical protein
GCF_000154045.1_ASM15404v1_01945	CDS	1569	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
GCF_000154045.1_ASM15404v1_01946	CDS	2844				hypothetical protein
GCF_000154045.1_ASM15404v1_01947	CDS	462	yqaA		COG1238	Inner membrane protein YqaA
GCF_000154045.1_ASM15404v1_01948	CDS	951		1.3.1.103		2-haloacrylate reductase
GCF_000154045.1_ASM15404v1_01949	CDS	1131	gcdB	7.2.4.5	COG1883	Glutaconyl-CoA decarboxylase subunit beta
GCF_000154045.1_ASM15404v1_01950	CDS	1788	oadA_2	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
GCF_000154045.1_ASM15404v1_01951	CDS	258	oadG	7.2.4.2		oxaloacetate decarboxylase gamma chain
GCF_000154045.1_ASM15404v1_01952	tRNA	77				tRNA-Arg(acg)
GCF_000154045.1_ASM15404v1_01953	tRNA	77				tRNA-Arg(acg)
GCF_000154045.1_ASM15404v1_01954	tRNA	77				tRNA-Arg(acg)
GCF_000154045.1_ASM15404v1_01955	tRNA	77				tRNA-Arg(acg)
GCF_000154045.1_ASM15404v1_01956	tRNA	77				tRNA-Arg(acg)
GCF_000154045.1_ASM15404v1_01957	tRNA	77				tRNA-Arg(acg)
GCF_000154045.1_ASM15404v1_01958	tRNA	77				tRNA-Arg(acg)
GCF_000154045.1_ASM15404v1_01959	tRNA	92				tRNA-Ser(gct)
GCF_000154045.1_ASM15404v1_01960	tRNA	77				tRNA-Arg(acg)
GCF_000154045.1_ASM15404v1_01961	CDS	960	argD	2.6.1.17		Acetylornithine/succinyldiaminopimelate aminotransferase
GCF_000154045.1_ASM15404v1_01962	CDS	786				hypothetical protein
GCF_000154045.1_ASM15404v1_01963	CDS	171	rpmG_3		COG0267	50S ribosomal protein L33
GCF_000154045.1_ASM15404v1_01964	CDS	1533	opgE	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
GCF_000154045.1_ASM15404v1_01965	CDS	477				hypothetical protein
GCF_000154045.1_ASM15404v1_01966	CDS	810	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
GCF_000154045.1_ASM15404v1_01967	CDS	483	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
GCF_000154045.1_ASM15404v1_01968	CDS	936				hypothetical protein
GCF_000154045.1_ASM15404v1_01969	CDS	471				hypothetical protein
GCF_000154045.1_ASM15404v1_01970	CDS	1950	pglF_1	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
GCF_000154045.1_ASM15404v1_01971	CDS	1176	per	2.6.1.102	COG0399	GDP-perosamine synthase
GCF_000154045.1_ASM15404v1_01972	CDS	663				hypothetical protein
GCF_000154045.1_ASM15404v1_01973	CDS	966				hypothetical protein
GCF_000154045.1_ASM15404v1_01974	CDS	600	epsL_1	2.-.-.-	COG2148	putative sugar transferase EpsL
GCF_000154045.1_ASM15404v1_01975	CDS	1239				hypothetical protein
GCF_000154045.1_ASM15404v1_01976	CDS	564	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
GCF_000154045.1_ASM15404v1_01977	CDS	1230				hypothetical protein
GCF_000154045.1_ASM15404v1_01978	CDS	1158				hypothetical protein
GCF_000154045.1_ASM15404v1_01979	CDS	822				hypothetical protein
GCF_000154045.1_ASM15404v1_01980	CDS	1179				hypothetical protein
GCF_000154045.1_ASM15404v1_01981	CDS	873	rfbD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
GCF_000154045.1_ASM15404v1_01982	CDS	876	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
GCF_000154045.1_ASM15404v1_01983	CDS	1089	rfbB_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
GCF_000154045.1_ASM15404v1_01984	CDS	993	wzzE			ECA polysaccharide chain length modulation protein
GCF_000154045.1_ASM15404v1_01985	CDS	2670				hypothetical protein
GCF_000154045.1_ASM15404v1_01986	CDS	519	norM_1		COG0534	Multidrug resistance protein NorM
GCF_000154045.1_ASM15404v1_01987	CDS	798				hypothetical protein
GCF_000154045.1_ASM15404v1_01988	CDS	255	lpp_2		COG4238	Major outer membrane prolipoprotein Lpp
GCF_000154045.1_ASM15404v1_01989	CDS	450		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
GCF_000154045.1_ASM15404v1_01990	CDS	480				hypothetical protein
GCF_000154045.1_ASM15404v1_01991	CDS	381	rplQ		COG0203	50S ribosomal protein L17
GCF_000154045.1_ASM15404v1_01992	CDS	993	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
GCF_000154045.1_ASM15404v1_01993	CDS	621	rpsD		COG0522	30S ribosomal protein S4
GCF_000154045.1_ASM15404v1_01994	CDS	390	rpsK		COG0100	30S ribosomal protein S11
GCF_000154045.1_ASM15404v1_01995	CDS	552	ilvG_3	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
GCF_000154045.1_ASM15404v1_01996	CDS	1383	cysS_1	6.1.1.16	COG0215	Cysteine--tRNA ligase
GCF_000154045.1_ASM15404v1_01997	CDS	579	tdk	2.7.1.21	COG1435	Thymidine kinase
GCF_000154045.1_ASM15404v1_01998	CDS	639	ydcF		COG1434	Protein YdcF
GCF_000154045.1_ASM15404v1_01999	CDS	828	yeeZ		COG0451	Protein YeeZ
GCF_000154045.1_ASM15404v1_02000	CDS	885	yahB_2			putative HTH-type transcriptional regulator YahB
GCF_000154045.1_ASM15404v1_02001	CDS	423				hypothetical protein
GCF_000154045.1_ASM15404v1_02002	CDS	237				hypothetical protein
GCF_000154045.1_ASM15404v1_02003	CDS	861	focA_1		COG2116	putative formate transporter 1
GCF_000154045.1_ASM15404v1_02004	CDS	138				hypothetical protein
GCF_000154045.1_ASM15404v1_02005	CDS	180				hypothetical protein
GCF_000154045.1_ASM15404v1_02006	CDS	1185	torC		COG3005	Cytochrome c-type protein TorC
GCF_000154045.1_ASM15404v1_02007	CDS	2463	torA	1.7.2.3		Trimethylamine-N-oxide reductase
GCF_000154045.1_ASM15404v1_02008	CDS	1740				hypothetical protein
GCF_000154045.1_ASM15404v1_02009	CDS	1215				hypothetical protein
GCF_000154045.1_ASM15404v1_02010	CDS	906	ppaC_2	3.6.1.1	COG1227	putative manganese-dependent inorganic pyrophosphatase
GCF_000154045.1_ASM15404v1_02011	CDS	390				hypothetical protein
GCF_000154045.1_ASM15404v1_02012	CDS	783	sapF		COG4167	Putrescine export system ATP-binding protein SapF
GCF_000154045.1_ASM15404v1_02013	CDS	996	sapD		COG4170	Peptide transport system ATP-binding protein SapD
GCF_000154045.1_ASM15404v1_02014	CDS	888	sapC		COG4171	Putrescine export system permease protein SapC
GCF_000154045.1_ASM15404v1_02015	CDS	963	sapB		COG4168	Putrescine export system permease protein SapB
GCF_000154045.1_ASM15404v1_02016	CDS	1620	sapA		COG4166	Peptide transport periplasmic protein SapA
GCF_000154045.1_ASM15404v1_02017	CDS	1011	pspF		COG1221	Psp operon transcriptional activator
GCF_000154045.1_ASM15404v1_02018	CDS	672	pspA		COG1842	Phage shock protein A
GCF_000154045.1_ASM15404v1_02019	CDS	234	pspB_1			Phage shock protein B
GCF_000154045.1_ASM15404v1_02020	CDS	420	pspC		COG1983	Phage shock protein C
GCF_000154045.1_ASM15404v1_02021	CDS	1032	mexA			Multidrug resistance protein MexA
GCF_000154045.1_ASM15404v1_02022	CDS	1086	srpA			Solvent efflux pump periplasmic linker SrpA
GCF_000154045.1_ASM15404v1_02023	CDS	3102	czcA_3			Cobalt-zinc-cadmium resistance protein CzcA
GCF_000154045.1_ASM15404v1_02024	CDS	567	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
GCF_000154045.1_ASM15404v1_02025	CDS	852	lifO			Lipase chaperone
GCF_000154045.1_ASM15404v1_02026	CDS	930	hlyC	3.1.1.3	COG1075	Triacylglycerol lipase
GCF_000154045.1_ASM15404v1_02027	CDS	1209	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
GCF_000154045.1_ASM15404v1_02028	CDS	1455	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
GCF_000154045.1_ASM15404v1_02029	CDS	1431				hypothetical protein
GCF_000154045.1_ASM15404v1_02030	CDS	1614				hypothetical protein
GCF_000154045.1_ASM15404v1_02031	CDS	693		5.4.99.-	COG0564	putative RNA pseudouridine synthase
GCF_000154045.1_ASM15404v1_02032	CDS	933	rlmI_3	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
GCF_000154045.1_ASM15404v1_02033	CDS	1056	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
GCF_000154045.1_ASM15404v1_02034	CDS	1662	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
GCF_000154045.1_ASM15404v1_02035	CDS	1530	luxO_1		COG3604	Regulatory protein LuxO
GCF_000154045.1_ASM15404v1_02036	CDS	480	slyB		COG3133	Outer membrane lipoprotein SlyB
GCF_000154045.1_ASM15404v1_02037	CDS	612	ynjF_1		COG0558	Inner membrane protein YnjF
GCF_000154045.1_ASM15404v1_02038	CDS	648	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
GCF_000154045.1_ASM15404v1_02039	CDS	1710	ynjC		COG4135	Inner membrane ABC transporter permease protein YnjC
GCF_000154045.1_ASM15404v1_02040	CDS	1161	ynjB_1		COG4134	Protein YnjB
GCF_000154045.1_ASM15404v1_02041	CDS	678	ydjZ		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
GCF_000154045.1_ASM15404v1_02042	CDS	771				hypothetical protein
GCF_000154045.1_ASM15404v1_02043	CDS	1797		1.18.1.2		Ferredoxin--NADP reductase
GCF_000154045.1_ASM15404v1_02044	CDS	984				hypothetical protein
GCF_000154045.1_ASM15404v1_02045	CDS	1803	ttrS_1	2.7.13.3	COG0642	Tetrathionate sensor histidine kinase TtrS
GCF_000154045.1_ASM15404v1_02046	CDS	597	ttrR_1		COG4566	Tetrathionate response regulatory protein TtrR
GCF_000154045.1_ASM15404v1_02047	CDS	447	hslJ		COG3187	Heat shock protein HslJ
GCF_000154045.1_ASM15404v1_02048	CDS	222				hypothetical protein
GCF_000154045.1_ASM15404v1_02049	CDS	1023	ushA_1		COG0737	Protein UshA
GCF_000154045.1_ASM15404v1_02050	CDS	708				hypothetical protein
GCF_000154045.1_ASM15404v1_02051	CDS	516				hypothetical protein
GCF_000154045.1_ASM15404v1_02052	CDS	279	rplY		COG1825	50S ribosomal protein L25
GCF_000154045.1_ASM15404v1_02053	CDS	1026	phoQ	2.7.13.3	COG0642	Virulence sensor histidine kinase PhoQ
GCF_000154045.1_ASM15404v1_02054	CDS	426				hypothetical protein
GCF_000154045.1_ASM15404v1_02055	CDS	318	radD_1	3.6.4.12	COG1061	Putative DNA repair helicase RadD
GCF_000154045.1_ASM15404v1_02056	CDS	1386	radD_2	3.6.4.12	COG1061	Putative DNA repair helicase RadD
GCF_000154045.1_ASM15404v1_02057	CDS	702	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
GCF_000154045.1_ASM15404v1_02058	CDS	1203	bcr_1			Bicyclomycin resistance protein
GCF_000154045.1_ASM15404v1_02059	CDS	660				hypothetical protein
GCF_000154045.1_ASM15404v1_02060	CDS	1983				hypothetical protein
GCF_000154045.1_ASM15404v1_02061	CDS	981				hypothetical protein
GCF_000154045.1_ASM15404v1_02062	CDS	2265				hypothetical protein
GCF_000154045.1_ASM15404v1_02063	CDS	624	fccA			Cytochrome subunit of sulfide dehydrogenase
GCF_000154045.1_ASM15404v1_02064	CDS	585	napC_2		COG3005	Cytochrome c-type protein NapC
GCF_000154045.1_ASM15404v1_02065	CDS	1479				hypothetical protein
GCF_000154045.1_ASM15404v1_02066	CDS	1377	norM_2		COG0534	Multidrug resistance protein NorM
GCF_000154045.1_ASM15404v1_02067	CDS	672			COG1136	putative ABC transporter ATP-binding protein
GCF_000154045.1_ASM15404v1_02068	CDS	2454				hypothetical protein
GCF_000154045.1_ASM15404v1_02069	CDS	1125				hypothetical protein
GCF_000154045.1_ASM15404v1_02070	CDS	1152	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
GCF_000154045.1_ASM15404v1_02071	CDS	627				hypothetical protein
GCF_000154045.1_ASM15404v1_02072	CDS	2283	fadE_2	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
GCF_000154045.1_ASM15404v1_02073	CDS	1203	fabV_2	1.3.1.9	COG3007	Enoyl-[acyl-carrier-protein] reductase [NADH]
GCF_000154045.1_ASM15404v1_02074	CDS	1536	aspT			Aspartate/alanine antiporter
GCF_000154045.1_ASM15404v1_02075	CDS	1155	flaD_4		COG1344	Flagellin D
GCF_000154045.1_ASM15404v1_02076	CDS	1194				hypothetical protein
GCF_000154045.1_ASM15404v1_02077	CDS	1128				hypothetical protein
GCF_000154045.1_ASM15404v1_02078	CDS	636	flgI_2			Flagellar P-ring protein
GCF_000154045.1_ASM15404v1_02079	CDS	780	flgH_2			Flagellar L-ring protein
GCF_000154045.1_ASM15404v1_02080	CDS	789	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
GCF_000154045.1_ASM15404v1_02081	CDS	750	flgF_2		COG4787	Flagellar basal-body rod protein FlgF
GCF_000154045.1_ASM15404v1_02082	CDS	1314	flgE_2		COG1749	Flagellar hook protein FlgE
GCF_000154045.1_ASM15404v1_02083	CDS	708				hypothetical protein
GCF_000154045.1_ASM15404v1_02084	CDS	414	flgC_2		COG1558	Flagellar basal-body rod protein FlgC
GCF_000154045.1_ASM15404v1_02085	CDS	396	flgB_2		COG1815	Flagellar basal body rod protein FlgB
GCF_000154045.1_ASM15404v1_02086	CDS	828	cheR1	2.1.1.80		Chemotaxis protein methyltransferase 1
GCF_000154045.1_ASM15404v1_02087	CDS	927	cheV_1		COG0784	Chemotaxis protein CheV
GCF_000154045.1_ASM15404v1_02088	CDS	1008	rnr_1	3.1.13.1		Ribonuclease R
GCF_000154045.1_ASM15404v1_02089	CDS	549	aroF_4	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
GCF_000154045.1_ASM15404v1_02090	CDS	396				hypothetical protein
GCF_000154045.1_ASM15404v1_02091	CDS	399	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
GCF_000154045.1_ASM15404v1_02092	tRNA	77				tRNA-Arg(tct)
GCF_000154045.1_ASM15404v1_02093	CDS	183				hypothetical protein
GCF_000154045.1_ASM15404v1_02094	CDS	99				hypothetical protein
GCF_000154045.1_ASM15404v1_02095	CDS	972	polA_2	2.7.7.7	COG0258	DNA polymerase I
GCF_000154045.1_ASM15404v1_02096	CDS	501	polA_3	2.7.7.7	COG0258	DNA polymerase I
GCF_000154045.1_ASM15404v1_02097	CDS	519				hypothetical protein
GCF_000154045.1_ASM15404v1_02098	CDS	903				hypothetical protein
GCF_000154045.1_ASM15404v1_02099	CDS	654				hypothetical protein
GCF_000154045.1_ASM15404v1_02100	CDS	303				hypothetical protein
GCF_000154045.1_ASM15404v1_02101	CDS	282				hypothetical protein
GCF_000154045.1_ASM15404v1_02102	CDS	273				hypothetical protein
GCF_000154045.1_ASM15404v1_02103	CDS	372	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
GCF_000154045.1_ASM15404v1_02104	CDS	354				hypothetical protein
GCF_000154045.1_ASM15404v1_02105	CDS	1347				hypothetical protein
GCF_000154045.1_ASM15404v1_02106	CDS	780				hypothetical protein
GCF_000154045.1_ASM15404v1_02107	CDS	774				hypothetical protein
GCF_000154045.1_ASM15404v1_02108	CDS	294				hypothetical protein
GCF_000154045.1_ASM15404v1_02109	CDS	294				hypothetical protein
GCF_000154045.1_ASM15404v1_02110	CDS	414				hypothetical protein
GCF_000154045.1_ASM15404v1_02111	CDS	207				hypothetical protein
GCF_000154045.1_ASM15404v1_02112	CDS	477				hypothetical protein
GCF_000154045.1_ASM15404v1_02113	CDS	1521				hypothetical protein
GCF_000154045.1_ASM15404v1_02114	CDS	783				hypothetical protein
GCF_000154045.1_ASM15404v1_02115	CDS	273				hypothetical protein
GCF_000154045.1_ASM15404v1_02116	CDS	858				hypothetical protein
GCF_000154045.1_ASM15404v1_02117	CDS	309	eno_1	4.2.1.11	COG0148	Enolase
GCF_000154045.1_ASM15404v1_02118	CDS	213				hypothetical protein
GCF_000154045.1_ASM15404v1_02119	CDS	804	rhaS_6			HTH-type transcriptional activator RhaS
GCF_000154045.1_ASM15404v1_02120	CDS	354				hypothetical protein
GCF_000154045.1_ASM15404v1_02121	CDS	828	pstS1_2		COG0226	Phosphate-binding protein PstS 1
GCF_000154045.1_ASM15404v1_02122	CDS	681				hypothetical protein
GCF_000154045.1_ASM15404v1_02123	tRNA	91				tRNA-Ser(tga)
GCF_000154045.1_ASM15404v1_02124	CDS	954	pcpR_1			PCP degradation transcriptional activation protein
GCF_000154045.1_ASM15404v1_02125	CDS	1239	chuR_1	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
GCF_000154045.1_ASM15404v1_02126	CDS	2370				hypothetical protein
GCF_000154045.1_ASM15404v1_02127	CDS	435				hypothetical protein
GCF_000154045.1_ASM15404v1_02128	CDS	174				hypothetical protein
GCF_000154045.1_ASM15404v1_02129	CDS	1551	aer_2		COG0840	Aerotaxis receptor
GCF_000154045.1_ASM15404v1_02130	CDS	1455	modF		COG1119	ABC transporter ATP-binding protein ModF
GCF_000154045.1_ASM15404v1_02131	CDS	1467	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
GCF_000154045.1_ASM15404v1_02132	CDS	735				hypothetical protein
GCF_000154045.1_ASM15404v1_02133	CDS	858	hutG	3.5.3.8		Formimidoylglutamase
GCF_000154045.1_ASM15404v1_02134	CDS	3021				hypothetical protein
GCF_000154045.1_ASM15404v1_02135	CDS	1293	rhlE_4	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
GCF_000154045.1_ASM15404v1_02136	CDS	987	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
GCF_000154045.1_ASM15404v1_02137	CDS	264				hypothetical protein
GCF_000154045.1_ASM15404v1_02138	CDS	639	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
GCF_000154045.1_ASM15404v1_02139	CDS	249				hypothetical protein
GCF_000154045.1_ASM15404v1_02140	CDS	1224	trpB_2	4.2.1.20	COG0133	Tryptophan synthase beta chain
GCF_000154045.1_ASM15404v1_02141	CDS	414				hypothetical protein
GCF_000154045.1_ASM15404v1_02142	CDS	1251	rhlE_5	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
GCF_000154045.1_ASM15404v1_02143	CDS	216				hypothetical protein
GCF_000154045.1_ASM15404v1_02144	CDS	309				hypothetical protein
GCF_000154045.1_ASM15404v1_02145	CDS	1332				hypothetical protein
GCF_000154045.1_ASM15404v1_02146	CDS	339		4.2.1.96		Putative pterin-4-alpha-carbinolamine dehydratase
GCF_000154045.1_ASM15404v1_02147	CDS	795	phhA	1.14.16.1	COG3186	Phenylalanine-4-hydroxylase
GCF_000154045.1_ASM15404v1_02148	CDS	1971	acs_3	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
GCF_000154045.1_ASM15404v1_02149	CDS	576	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
GCF_000154045.1_ASM15404v1_02150	CDS	879				hypothetical protein
GCF_000154045.1_ASM15404v1_02151	CDS	897				hypothetical protein
GCF_000154045.1_ASM15404v1_02152	CDS	330				hypothetical protein
GCF_000154045.1_ASM15404v1_02153	CDS	330				hypothetical protein
GCF_000154045.1_ASM15404v1_02154	CDS	117				hypothetical protein
