#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","VpN3-33","SAMN19769867","PRJNA739023","GCA_021890335.1","Scaffold",5.01899,45.3,,"JAHRDB01",60,4492,"2022-02-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/890/335/GCA_021890335.1_ASM2189033v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/890/335/GCF_021890335.1_ASM2189033v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","CFSAN012493","SAMN02741401","PRJNA245882","GCA_000707265.2","Contig",5.12326,45.2,,"JNUI02",47,4588,"2014-06-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/707/265/GCA_000707265.2_ASM70726v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/707/265/GCF_000707265.2_ASM70726v2"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","CTVP34C","SAMN05713799","PRJNA263814","GCA_002221365.1","Contig",5.22867,45.2,,"NJHK01",45,4743,"2017-07-18T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/221/365/GCF_002221365.1_ASM222136v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","MAVP-112","SAMN06042549","PRJNA354199","GCA_002221005.1","Contig",5.2865,45.2,,"MPPT01",44,4818,"2017-07-18T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/221/005/GCF_002221005.1_ASM222100v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","PMA37.5","SAMN05858273","PRJNA345099","GCA_002018625.1","Contig",5.13011,45.3,,"MKQW01",48,4423,"2017-03-06T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/018/625/GCF_002018625.1_ASM201862v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","F1_6","SAMN07338120","PRJNA393608","GCA_006371345.1","Contig",5.08502,45.4,,"NNGQ01",129,4606,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/371/345/GCF_006371345.1_ASM637134v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","DFP1847","SAMN10818954","PRJNA517379","GCA_014769095.1","Contig",5.49498,45.1,,"JACVWX01",61,4858,"2020-09-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/769/095/GCA_014769095.1_ASM1476909v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/769/095/GCF_014769095.1_ASM1476909v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","F9_6","SAMN07338206","PRJNA393608","GCA_006368575.1","Contig",5.14541,45.2,,"NNDI01",137,4627,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/368/575/GCF_006368575.1_ASM636857v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GCSL_R135","SAMN02368270","PRJNA273159","GCA_001727155.1","Contig",5.06602,45.4,,"MISG01",141,4543,"2016-09-15T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/727/155/GCF_001727155.1_ASM172715v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","16-VB00179","SAMN16057162","PRJNA661404","GCA_020740855.1","Contig",5.08773,45.4,,"JACVHG01",116,4640,"2021-11-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/740/855/GCA_020740855.1_ASM2074085v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/740/855/GCF_020740855.1_ASM2074085v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GCSL_R53","SAMN02368240","PRJNA273159","GCA_001726575.1","Contig",5.19161,45.1,,"MIRD01",101,4609,"2016-09-15T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/726/575/GCF_001726575.1_ASM172657v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","4610","SAMN05220836","PRJNA325138","GCA_026168275.1","Contig",5.17791,45.2,,"MBTU01",85,4546,"2022-11-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/168/275/GCF_026168275.1_ASM2616827v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","K1275","SAMN02712351","PRJNA242823","GCA_000958585.1","Contig",5.11431,45.4,,"JMMP01",63,4533,"2015-03-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/958/585/GCA_000958585.1_K1275","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/958/585/GCF_000958585.1_K1275"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","BH0087","SAMN25209740","PRJNA799792","GCA_023338315.1","Scaffold",5.1113,45.3,,"JAKJNI01",83,4529,"2022-05-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/315/GCA_023338315.1_ASM2333831v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/338/315/GCF_023338315.1_ASM2333831v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","FCG0127","SAMN25214717","PRJNA799915","GCA_023338475.1","Scaffold",5.1099,45.3,,"JAKJNQ01",81,4527,"2022-05-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/475/GCA_023338475.1_ASM2333847v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/338/475/GCF_023338475.1_ASM2333847v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","FCG0128","SAMN25220545","PRJNA799927","GCA_023338535.1","Scaffold",5.10919,45.3,,"JAKJNR01",77,4532,"2022-05-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/535/GCA_023338535.1_ASM2333853v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/338/535/GCF_023338535.1_ASM2333853v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","CDC_K5058","SAMN02368300","PRJNA273159","GCA_001728205.1","Contig",5.11457,45.3,,"MITP01",84,4535,"2016-09-15T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/728/205/GCF_001728205.1_ASM172820v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","V231","SAMN26879536","PRJNA818794","GCA_029228665.1","Contig",5.16231,45.3,,"JALEAO01",98,4635,"2023-03-16T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/228/665/GCF_029228665.1_ASM2922866v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","E3_10","SAMN07338101","PRJNA393608","GCA_006371635.1","Contig",5.13116,45.3,,"NNHJ01",144,4666,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/371/635/GCF_006371635.1_ASM637163v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","RZM-01","SAMN14572085","PRJNA624113","GCA_012845845.1","Contig",5.37552,45.1,,"JABANG01",92,4701,"2020-04-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/845/845/GCA_012845845.1_ASM1284584v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/845/845/GCF_012845845.1_ASM1284584v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","VP37/2","SAMN29790240","PRJNA859558","GCA_026538205.1","Scaffold",5.58411,44.5,,"JANFKH01",79,4966,"2022-11-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/538/205/GCF_026538205.1_ASM2653820v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","C1_9","SAMN07337979","PRJNA393608","GCA_006374225.1","Contig",5.03231,45.4,,"NNMB01",78,4538,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/374/225/GCF_006374225.1_ASM637422v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","F1_4","SAMN07338118","PRJNA393608","GCA_006371735.1","Contig",5.2359,45.2,,"NNGS01",123,4686,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/371/735/GCF_006371735.1_ASM637173v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","CFSAN022330","SAMN03945148","PRJNA245882","GCA_002198475.1","Contig",5.18533,45.2,,"LHRR01",61,4670,"2017-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/198/475/GCF_002198475.1_ASM219847v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","CFSAN022336","SAMN03945153","PRJNA245882","GCA_002198615.1","Contig",5.18184,45.2,,"LHRW01",67,4660,"2017-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/198/615/GCF_002198615.1_ASM219861v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","E9_8","SAMN07338113","PRJNA393608","GCA_006371455.1","Contig",5.13194,45.2,,"NNGX01",101,4596,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/371/455/GCF_006371455.1_ASM637145v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","ND17","SAMN08329255","PRJNA429067","GCA_002880155.1","Contig",5.47822,45.2,,"POBD01",92,4896,"2018-01-15T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/880/155/GCF_002880155.1_ASM288015v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","ND15","SAMN08329253","PRJNA429067","GCA_002880195.1","Contig",5.47914,45.2,,"POBF01",96,4899,"2018-01-15T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/880/195/GCF_002880195.1_ASM288019v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","B8_4","SAMN07337955","PRJNA393608","GCA_006374665.1","Contig",5.01784,45.3,,"NNMZ01",126,4545,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/374/665/GCF_006374665.1_ASM637466v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","ND21","SAMN08329259","PRJNA429067","GCA_002880015.1","Contig",5.47588,45.2,,"POAZ01",97,4892,"2018-01-15T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/880/015/GCF_002880015.1_ASM288001v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","C3_2","SAMN07337989","PRJNA393608","GCA_006373945.1","Contig",5.16994,45.3,,"NNLR01",81,4622,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/373/945/GCF_006373945.1_ASM637394v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GCSL_R29","SAMN02368232","PRJNA273159","GCA_001726325.1","Contig",4.94637,45.4,,"MIQT01",104,4457,"2016-09-15T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/726/325/GCF_001726325.1_ASM172632v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","460","SAMN25962175","PRJNA807122","GCA_022352195.1","Contig",5.15982,45.1,,"JAKRWI01",99,4588,"2022-02-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/352/195/GCA_022352195.1_ASM2235219v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/352/195/GCF_022352195.1_ASM2235219v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GCSL_R30","SAMN02368233","PRJNA273159","GCA_001726405.1","Contig",5.13286,45.2,,"MIQU01",131,4610,"2016-09-15T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/726/405/GCF_001726405.1_ASM172640v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","PH1339","SAMN12542225","PRJNA557610","GCA_008271735.1","Contig",5.3326,45.2,,"VPFJ01",57,4802,"2019-09-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/271/735/GCF_008271735.1_ASM827173v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","CDC_K4857G","SAMN02368291","PRJNA273159","GCA_001728045.1","Contig",5.03868,45.3,,"MITH01",103,4513,"2016-09-15T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/728/045/GCF_001728045.1_ASM172804v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","A1_7","SAMN07337848","PRJNA393608","GCA_006379005.1","Contig",5.09917,45.3,,"NNRC01",101,4566,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/379/005/GCF_006379005.1_ASM637900v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","A4EZ724","SAMN04327442","PRJNA304021","GCA_001595575.1","Scaffold",5.05828,45.3,,"LOHO01",72,4489,"2016-03-21T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/595/575/GCF_001595575.1_ASM159557v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","05-3133","SAMN04417570","PRJNA304021","GCA_001608505.1","Contig",5.02287,45.3,,"LRAI01",64,4449,"2016-04-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/608/505/GCF_001608505.1_ASM160850v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","A3EZ799","SAMN04441022","PRJNA304021","GCA_001609155.1","Scaffold",5.04458,45.3,,"LRTF01",73,4476,"2016-04-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/609/155/GCF_001609155.1_ASM160915v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","C2_1","SAMN07337982","PRJNA393608","GCA_006374185.1","Contig",5.30477,45.1,,"NNLY01",115,4737,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/374/185/GCF_006374185.1_ASM637418v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","PMC58.7","SAMN02781339","PRJNA233509","GCA_001270825.1","Scaffold",5.16317,45.3,,"LFUM01",23,4500,"2015-08-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/270/825/GCF_001270825.1_ASM127082v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","17-VB00250","SAMN16057402","PRJNA661417","GCA_020740995.1","Contig",5.00099,45.4,,"JACVHO01",84,4494,"2021-11-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/740/995/GCA_020740995.1_ASM2074099v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/740/995/GCF_020740995.1_ASM2074099v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","783","SAMN05195061","PRJNA324095","GCA_026168135.1","Contig",5.11469,45.3,,"MBTJ01",58,4520,"2022-11-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/168/135/GCF_026168135.1_ASM2616813v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","4635","SAMN05220835","PRJNA325137","GCA_026168305.1","Contig",5.09303,45.3,,"MBTT01",62,4486,"2022-11-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/168/305/GCF_026168305.1_ASM2616830v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","4703","SAMN05220837","PRJNA325139","GCA_026168325.1","Contig",5.10564,45.3,,"MBTV01",58,4499,"2022-11-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/168/325/GCF_026168325.1_ASM2616832v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","100138","SAMN05935524","PRJNA350230","GCA_001895665.1","Scaffold",5.09109,45.3,,"MORY01",44,4503,"2016-12-09T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/895/665/GCF_001895665.1_ASM189566v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","276-15","SAMN12364842","PRJNA556706","GCA_009991805.1","Contig",5.24627,45.3,,"VTGM01",60,4601,"2020-01-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/991/805/GCF_009991805.1_ASM999180v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","ISF-318-1","SAMN28767380","PRJNA843723","GCA_024744985.1","Contig",5.09195,45.2,,"JANFRS01",62,4579,"2022-08-26T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/744/985/GCF_024744985.1_ASM2474498v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","VP960010","SAMEA112324446","PRJEB39490","GCA_948193725.1","Contig",5.08923,45.3,,"CANUIW01",56,0,"2023-01-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/948/193/725/GCF_948193725.1_VP960010"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","CFSAN018757","SAMN03941065","PRJNA245882","GCA_001696015.1","Contig",5.0994,45.3,,"LHAZ01",72,4527,"2016-07-28T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/696/015/GCF_001696015.1_ASM169601v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","VP161407","SAMN09742584","PRJNA483379","GCA_006382955.1","Scaffold",5.10024,45.3,,"QRSB01",55,4532,"2019-06-20T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/382/955/GCF_006382955.1_ASM638295v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","BH0083","SAMN20294544","PRJNA747744","GCA_019351375.1","Scaffold",5.10499,45.3,,"JAHWYL01",69,4421,"2021-07-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/351/375/GCA_019351375.1_ASM1935137v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/351/375/GCF_019351375.1_ASM1935137v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","BH0088","SAMN25209765","PRJNA799797","GCA_023338345.1","Scaffold",5.10845,45.3,,"JAKJNJ01",78,4531,"2022-05-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/345/GCA_023338345.1_ASM2333834v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/338/345/GCF_023338345.1_ASM2333834v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","BH0089","SAMN25209771","PRJNA799799","GCA_023338355.1","Scaffold",5.10878,45.3,,"JAKJNK01",83,4530,"2022-05-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/355/GCA_023338355.1_ASM2333835v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/338/355/GCF_023338355.1_ASM2333835v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","BH0090","SAMN25209820","PRJNA799804","GCA_023338385.1","Scaffold",5.10959,45.3,,"JAKJNL01",84,4533,"2022-05-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/385/GCA_023338385.1_ASM2333838v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/338/385/GCF_023338385.1_ASM2333838v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","FCG0121","SAMN25210965","PRJNA799850","GCA_023338395.1","Scaffold",5.11143,45.3,,"JAKJNM01",98,4543,"2022-05-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/395/GCA_023338395.1_ASM2333839v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/338/395/GCF_023338395.1_ASM2333839v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","FCG0125","SAMN25211114","PRJNA799872","GCA_023338435.1","Scaffold",5.10952,45.3,,"JAKJNO01",82,4535,"2022-05-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/435/GCA_023338435.1_ASM2333843v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/338/435/GCF_023338435.1_ASM2333843v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","FCG0126","SAMN25212004","PRJNA799910","GCA_023338465.1","Scaffold",5.1091,45.3,,"JAKJNP01",80,4535,"2022-05-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/465/GCA_023338465.1_ASM2333846v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/338/465/GCF_023338465.1_ASM2333846v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","NN0207","SAMN25232487","PRJNA800101","GCA_023338565.1","Scaffold",5.1231,45.3,,"JAKJNV01",84,4543,"2022-05-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/565/GCA_023338565.1_ASM2333856v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/338/565/GCF_023338565.1_ASM2333856v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","FCG0131","SAMN25221410","PRJNA799942","GCA_023338575.1","Scaffold",5.10877,45.3,,"JAKJNT01",75,4533,"2022-05-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/575/GCA_023338575.1_ASM2333857v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/338/575/GCF_023338575.1_ASM2333857v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","QZ0184","SAMN25232498","PRJNA800103","GCA_023338635.1","Scaffold",5.10962,45.3,,"JAKJNW01",91,4533,"2022-05-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/635/GCA_023338635.1_ASM2333863v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/338/635/GCF_023338635.1_ASM2333863v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","09-4435","SAMN03349606","PRJNA275536","GCA_000960685.1","Contig",5.12035,45.3,,"JZAR01",115,4550,"2015-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/960/685/GCA_000960685.1_ASM96068v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/960/685/GCF_000960685.1_ASM96068v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","V229","SAMN26879533","PRJNA818794","GCA_029228675.1","Contig",5.16257,45.3,,"JALEAR01",103,4637,"2023-03-16T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/228/675/GCF_029228675.1_ASM2922867v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","V233","SAMN26879535","PRJNA818794","GCA_029228685.1","Contig",5.16244,45.3,,"JALEAP01",96,4635,"2023-03-16T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/228/685/GCF_029228685.1_ASM2922868v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","V232","SAMN26879534","PRJNA818794","GCA_029228705.1","Contig",5.16269,45.3,,"JALEAQ01",100,4638,"2023-03-16T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/228/705/GCF_029228705.1_ASM2922870v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","V228","SAMN26879532","PRJNA818794","GCA_029228795.1","Contig",5.16231,45.3,,"JALEAS01",98,4632,"2023-03-16T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/228/795/GCF_029228795.1_ASM2922879v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","V224","SAMN26879528","PRJNA818794","GCA_029228845.1","Contig",5.16293,45.3,,"JALEAW01",98,4633,"2023-03-16T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/228/845/GCF_029228845.1_ASM2922884v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","V220","SAMN26879524","PRJNA818794","GCA_029228865.1","Contig",5.16258,45.3,,"JALEBA01",102,4633,"2023-03-16T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/228/865/GCF_029228865.1_ASM2922886v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","V223","SAMN26879527","PRJNA818794","GCA_029228945.1","Contig",5.1605,45.3,,"JALEAX01",98,4626,"2023-03-16T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/228/945/GCF_029228945.1_ASM2922894v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","V217","SAMN26879521","PRJNA818794","GCA_029228985.1","Contig",5.16255,45.3,,"JALEBD01",102,4635,"2023-03-16T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/228/985/GCF_029228985.1_ASM2922898v1"
