Biosample_ID,Isolation_Source,Host_Source,Description_Source,Label,genome_ID
SAMN06917282,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002221085.1_ASM222108v1
SAMN06917279,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002221145.1_ASM222114v1
SAMN06917271,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002221165.1_ASM222116v1
SAMN06917273,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002221175.1_ASM222117v1
SAMN06917274,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002221185.1_ASM222118v1
SAMN06917270,oyster,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_002221225.1_ASM222122v1
SAMN06917277,oyster,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_002221245.1_ASM222124v1
SAMN06917278,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002221265.1_ASM222126v1
SAMN06917275,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002221285.1_ASM222128v1
SAMN06917272,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002221305.1_ASM222130v1
SAMN05713801,not applicable,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002221325.1_ASM222132v1
SAMN05713800,not applicable,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002221345.1_ASM222134v1
SAMN05713799,not applicable,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002221365.1_ASM222136v1
SAMN05713798,not applicable,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002221385.1_ASM222138v1
SAMN05713797,not applicable,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002221395.1_ASM222139v1
SAMN06917276,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002221425.1_ASM222142v1
SAMN06917281,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002238235.1_ASM223823v1
SAMN07680340,Aquaculture environmental,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002504185.1_ASM250418v1
SAMN08007025,water from the South Atlantic Bight,host_source_NA,Sample from Vibrio parahaemolyticus 1911C,Non_clinical,GCF_002775145.1_ASM277514v1
SAMN07637872,AHPND infected pond water,host_source_NA,AHPND causing V. parahaemolyticus strain M1-1,Non_clinical,GCF_002803235.1_ASM280323v1
SAMN07291586,missing,Ostreidae,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002807115.1_ASM280711v1
SAMN08212046,Aquaculture,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002859065.1_ASM285906v1
SAMN08329259,hepatopancreas,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880015.1_ASM288001v1
SAMN08329262,hepatopancreas,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880025.1_ASM288002v1
SAMN08329261,hepatopancreas,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880035.1_ASM288003v1
SAMN08329260,hepatopancreas,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880075.1_ASM288007v1
SAMN08329258,hepatopancreas,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880085.1_ASM288008v1
SAMN08329256,hepatopancreas,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880095.1_ASM288009v1
SAMN08329257,hepatopancreas,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880135.1_ASM288013v1
SAMN08329255,hepatopancreas,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880155.1_ASM288015v1
SAMN08329254,hepatopancreas,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880175.1_ASM288017v1
SAMN08329253,hepatopancreas,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880195.1_ASM288019v1
SAMN08329252,hepatopancreas,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880215.1_ASM288021v1
SAMN08329251,hepatopancreas,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880225.1_ASM288022v1
SAMN08329250,hepatopancreas,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880255.1_ASM288025v1
SAMN08329249,hepatopancreas,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880275.1_ASM288027v1
SAMN08329248,hepatopancreas,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880295.1_ASM288029v1
SAMN08329246,hepatopancreas,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880315.1_ASM288031v1
SAMN08329247,hepatopancreas,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880335.1_ASM288033v1
SAMN08329244,hepatopancreas,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880355.1_ASM288035v1
SAMN08329243,hepatopancreas,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880375.1_ASM288037v1
SAMN08329245,hepatopancreas,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880385.1_ASM288038v1
SAMN08329239,Aquaculture pond water,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880415.1_ASM288041v1
SAMN08329241,Aquaculture pond water,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880435.1_ASM288043v1
SAMN08329242,hepatopancreas,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880455.1_ASM288045v1
SAMN08329237,Aquaculture pond water,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880475.1_ASM288047v1
SAMN08329238,Aquaculture pond water,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880495.1_ASM288049v1
SAMN08329235,Aquaculture pond water,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880505.1_ASM288050v1
SAMN08329240,Aquaculture pond water,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880535.1_ASM288053v1
SAMN08329234,Aquaculture pond water,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880555.1_ASM288055v1
SAMN08329236,Aquaculture pond water,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880575.1_ASM288057v1
SAMN08329233,Aquaculture pond water,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002880595.1_ASM288059v1
SAMN07818924,Shrimp farm,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002887545.1_ASM288754v1
SAMN08851398,unknown,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_003047085.1_ASM304708v1
SAMN08667567,missing,Homo sapiens,Microbe sample from Vibrio parahaemolyticus,Clinical,GCF_003056625.1_ASM305662v1
SAMN08667585,missing,Homos sapiens,Microbe sample from Vibrio parahaemolyticus,Clinical,GCF_003056645.1_ASM305664v1
SAMN08667664,missing,Homo sapiens,Microbe sample from Vibrio parahaemolyticus,Clinical,GCF_003056665.1_ASM305666v1
SAMN08667565,missing,Homo sapiens,Microbe sample from Vibrio parahaemolyticus,Clinical,GCF_003056675.1_ASM305667v1
SAMN08667669,missing,Homo sapiens,Microbe sample from Vibrio parahaemolyticus,Clinical,GCF_003056745.1_ASM305674v1
SAMN08667566,missing,Homo sapiens,Microbe sample from Vibrio parahaemolyticus,Clinical,GCF_003057295.1_ASM305729v1
SAMN08667654,missing,Homo sapiens,Microbe sample from Vibrio parahaemolyticus,Clinical,GCF_003057315.1_ASM305731v1
SAMN08744595,isolation_source_NA,Penaeus vannamei,Microbe sample from shrimps,Non_clinical,GCF_003076895.1_ASM307689v1
SAMN06310878,isolation_source_NA,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_003085735.1_ASM308573v1
SAMN08774111,isolation_source_NA,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_003119375.1_ASM311937v1
SAMN07956717,shrimp (food),host_source_NA,Vibrio parahaemolyticus ST-864,Non_clinical,GCF_003174825.1_ASM317482v1
SAMN08162841,isolation_source_NA,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_003186355.1_ASM318635v1
SAMN08166448,missing,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_003186805.1_ASM318680v1
SAMN07267286,shrimp,host_source_NA,Vibrio parahaemolyticus str. PB1937,Non_clinical,GCF_003351885.1_ASM335188v1
SAMN06106984,environmental,fish,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_003408905.1_ASM340890v1
SAMN06107071,isolation_source_NA,fish,Microbe sample from Vibrio parahaemolyticus 271,Non_clinical,GCF_003408935.1_ASM340893v1
SAMN07629020,Unknown,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_003612695.1_ASM361269v1
SAMN07629009,Unknown,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_003612715.1_ASM361271v1
SAMN09878947,shrimp,Penaeus vannamei,Acute Hepatopancreatic Necrosis Disease Causing Vibrio parahaemolyticus strain 160804,Non_clinical,GCF_003691525.1_ASM369152v1
SAMN08204774,Estuary,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_003798505.1_ASM379850v1
SAMN10761833,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_004028465.1_ASM402846v1
SAMN10397795,Aquaculture pond water,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_004121085.1_ASM412108v1
SAMN10397796,Aquaculture pond water,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_004121095.1_ASM412109v1
SAMN10397794,Aquaculture pond water,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_004121105.1_ASM412110v1
SAMN10397797,Aquaculture pond water,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_004121115.1_ASM412111v1
SAMN10397790,Aquaculture pond water,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_004121175.1_ASM412117v1
SAMN10397792,Aquaculture pond water,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_004121185.1_ASM412118v1
SAMN10397788,Aquaculture pond water,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_004121195.1_ASM412119v1
SAMN10397791,Aquaculture pond water,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_004121225.1_ASM412122v1
SAMN10397793,Aquaculture pond water,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_004121235.1_ASM412123v1
SAMN10397789,Aquaculture pond water,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_004121285.1_ASM412128v1
SAMN10591529,seawater,not collected,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_004194515.1_ASM419451v1
SAMN10076545,Cold dish,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_004324495.1_ASM432449v1
SAMN10076556,Shredded chicken,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_004324555.1_ASM432455v1
SAMN10076555,Spiced duck,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_004324655.1_ASM432465v1
SAMN11267087,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_004923355.1_ASM492335v1
SAMN08810357,hepatopancreas,Penaeus vannamei,Vibrio rotiferianus Hep-2b-20,Non_clinical,GCF_006124855.1_ASM612485v1
SAMN08810063,hepatopancreas,Penaeus vannamei,Vibrio parahaemolyticus Hep-2a-12,Non_clinical,GCF_006124955.1_ASM612495v1
SAMN07338233,missing,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006368175.1_ASM636817v1
SAMN07338232,missing,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006368215.1_ASM636821v1
SAMN07338230,missing,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006368225.1_ASM636822v1
SAMN07338229,missing,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006368235.1_ASM636823v1
SAMN07338226,missing,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006368255.1_ASM636825v1
SAMN07338222,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368265.1_ASM636826v1
SAMN07338218,Shellfish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368305.1_ASM636830v1
SAMN07338215,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368335.1_ASM636833v1
SAMN07338216,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368345.1_ASM636834v1
SAMN07338209,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368365.1_ASM636836v1
SAMN07338227,missing,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006368375.1_ASM636837v1
SAMN07338234,missing,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006368385.1_ASM636838v1
SAMN07338228,missing,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006368415.1_ASM636841v1
SAMN07338221,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368425.1_ASM636842v1
SAMN07338219,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368435.1_ASM636843v1
SAMN07338217,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368485.1_ASM636848v1
SAMN07338214,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368495.1_ASM636849v1
SAMN07338213,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368505.1_ASM636850v1
SAMN07338210,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368545.1_ASM636854v1
SAMN07338208,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368565.1_ASM636856v1
SAMN07338206,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368575.1_ASM636857v1
SAMN07338231,missing,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006368595.1_ASM636859v1
SAMN07338224,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368625.1_ASM636862v1
SAMN07338225,sediment,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368635.1_ASM636863v1
SAMN07338220,Shellfish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368645.1_ASM636864v1
SAMN07338223,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368665.1_ASM636866v1
SAMN07338212,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368705.1_ASM636870v1
SAMN07338211,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368725.1_ASM636872v1
SAMN07338205,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368755.1_ASM636875v1
SAMN07338201,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368785.1_ASM636878v1
SAMN07338207,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368795.1_ASM636879v1
SAMN07338199,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368815.1_ASM636881v1
SAMN07338196,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368835.1_ASM636883v1
SAMN07338186,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368845.1_ASM636884v1
SAMN07338180,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368875.1_ASM636887v1
SAMN07338173,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368915.1_ASM636891v1
SAMN07338178,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368925.1_ASM636892v1
SAMN07338177,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368935.1_ASM636893v1
SAMN07338175,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368945.1_ASM636894v1
SAMN07338168,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368955.1_ASM636895v1
SAMN07338166,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006368995.1_ASM636899v1
